SeniorCitizen,tenure,MonthlyCharges,TotalCharges,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn_Probability,Risk_Level,Actual_Churn
0,14,78.1,1122.4,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0.6445140354044133,High Risk,False
0,37,40.2,1525.35,True,True,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,True,False,0.06117664735121,Low Risk,False
0,30,51.2,1561.5,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,0.2100862880545134,Low Risk,True
0,2,90.4,168.2,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,0.7760195906983564,High Risk,True
0,3,75.0,209.1,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.6073479125719501,High Risk,True
0,22,79.35,1730.35,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.5542747288607309,Medium Risk,True
0,9,68.25,576.95,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,0.2193738504490482,Low Risk,False
0,71,25.55,1898.1,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,0.0027047149198872,Low Risk,False
0,70,19.2,1401.4,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,0.0021214646688739,Low Risk,False
0,4,64.4,253.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,0.446301252007901,Medium Risk,False
0,1,49.3,49.3,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,0.4175286390921378,Medium Risk,False
0,48,103.25,5037.55,False,True,True,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,True,False,False,0.1662628782752914,Low Risk,True
0,4,19.95,59.25,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,0.2325278351962927,Low Risk,False
1,38,74.95,2869.85,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.4167337667489753,Medium Risk,True
0,7,23.5,173.0,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,0.207366744430362,Low Risk,False
0,55,55.25,3119.9,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,False,False,0.0115732128877608,Low Risk,False
0,49,59.6,2970.3,True,True,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0.0234968686855672,Low Risk,False
1,62,103.75,6383.35,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,True,False,0.3083838960359799,Medium Risk,True
1,48,58.95,2789.7,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,0.0617273712461836,Low Risk,False
0,1,69.1,69.1,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.694874388486239,High Risk,True
0,1,19.75,19.75,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,0.2620467968459081,Low Risk,False
0,66,63.3,4189.7,True,True,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,0.0203168310695672,Low Risk,False
1,1,70.45,70.45,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0.6710587237736932,High Risk,True
0,3,90.4,268.45,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,0.6154540138078954,High Risk,False
0,29,55.25,1620.2,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,0.1569901555322595,Low Risk,False
0,61,62.15,3778.85,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,0.0242238403271479,Low Risk,False
0,1,20.6,20.6,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,0.2092242331658737,Low Risk,True
0,11,45.2,492.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.2682483223662024,Low Risk,False
0,44,61.5,2722.2,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,True,0.0366528581886606,Low Risk,False
0,48,19.25,855.1,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,0.0057452558889133,Low Risk,False
0,67,111.2,7530.8,True,True,True,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,0.0704862845651004,Low Risk,False
0,71,97.65,6687.85,True,False,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,0.0516293990512079,Low Risk,False
0,53,19.85,1049.6,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,0.0046394845863563,Low Risk,False
0,49,109.2,5290.45,True,False,True,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,True,True,False,False,0.1691660505286546,Low Risk,False
0,64,70.15,4480.7,True,True,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,True,False,False,True,0.0330077116719406,Low Risk,False
0,59,80.1,4693.2,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,True,False,True,False,0.0780539925656275,Low Risk,False
0,70,86.45,5950.2,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,0.0088937233676466,Low Risk,False
0,48,65.65,3094.65,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,True,False,True,False,0.0806611060826786,Low Risk,False
0,2,50.3,92.75,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0.3820655352477568,Medium Risk,False
0,34,20.1,682.1,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,0.0225806554316424,Low Risk,False
1,52,106.5,5621.85,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,True,False,0.3923075342009953,Medium Risk,False
1,8,80.65,633.3,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0.6316080771988744,High Risk,True
0,23,91.1,2198.3,False,True,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False,0.0566953138246476,Low Risk,False
0,23,34.6,813.45,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,0.0336821045167458,Low Risk,False
0,1,49.8,49.8,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0.3280568091865987,Medium Risk,False
0,9,75.85,647.5,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,0.4780464301599804,Medium Risk,False
0,56,19.8,1119.9,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False,0.0041820338877321,Low Risk,False
0,6,74.9,469.8,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.7214945913084109,High Risk,True
0,25,35.05,844.45,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0.0289141156850518,Low Risk,False
0,25,54.3,1296.8,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,0.0896365762992909,Low Risk,False
0,21,73.7,1558.7,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.6041485469779497,High Risk,False
0,72,105.5,7611.55,True,True,True,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,0.0203288771531894,Low Risk,False
0,43,24.25,1077.95,True,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,0.0086685735839853,Low Risk,False
0,11,51.0,581.7,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.1558934505545334,Low Risk,False
0,57,19.4,1061.6,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0.0054236163020836,Low Risk,False
0,23,20.3,470.6,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,0.0992431820440336,Low Risk,False
0,72,24.3,1643.25,True,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,0.0018352001443262,Low Risk,False
0,44,50.15,2139.1,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0.148954603757401,Low Risk,False
0,72,25.55,1867.7,True,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,0.0020531370061526,Low Risk,False
0,1,74.25,74.25,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0.6908742774874627,High Risk,True
0,56,45.05,2560.1,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,0.0087019626198863,Low Risk,False
1,34,79.6,2718.3,False,True,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0.3751813606797139,Medium Risk,True
0,69,24.6,1678.05,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,0.0030146611666068,Low Risk,False
1,27,75.5,1893.95,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.5893286703689901,Medium Risk,True
0,10,98.9,1064.95,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,True,False,True,False,0.4596545382394217,Medium Risk,False
0,39,41.15,1700.9,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,0.0322779192446973,Low Risk,False
0,72,89.85,6562.9,True,True,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,0.009876236577252,Low Risk,False
0,48,44.8,2104.55,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,0.1500514164324348,Low Risk,False
0,24,20.75,487.05,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,0.0204393929676071,Low Risk,False
0,27,19.15,537.35,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,0.052638266794909,Low Risk,False
0,34,67.65,2339.3,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,0.0185937453454119,Low Risk,False
1,26,91.25,2351.8,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,0.6755434786265171,High Risk,True
0,46,70.6,3231.05,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,True,0.0232444693906072,Low Risk,False
0,71,19.85,1326.35,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,0.0013530487554104,Low Risk,False
0,43,75.35,3161.4,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0.3343858151986367,Medium Risk,False
0,10,55.2,528.35,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,0.1722381332365258,Low Risk,True
0,1,70.25,70.25,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.7004285272468826,High Risk,False
0,28,96.6,2684.35,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,0.4330901164308396,Medium Risk,False
0,24,60.45,1440.75,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.0723050464212366,Low Risk,False
1,11,84.8,906.85,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,0.7042639998931127,High Risk,True
0,20,19.7,419.4,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,0.0333153875127794,Low Risk,False
1,58,100.4,5749.8,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,0.3568667789084119,Medium Risk,False
0,57,74.35,4317.35,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,True,False,False,False,0.0263379827073203,Low Risk,False
1,70,113.65,7714.65,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False,0.0901276817909085,Low Risk,False
0,72,65.65,4664.5,True,True,True,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,0.0102959701253268,Low Risk,False
0,46,99.8,4391.25,False,False,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,0.3964047732137049,Medium Risk,False
0,8,68.55,564.35,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,0.4046626958957652,Medium Risk,False
0,72,84.5,6130.85,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False,0.0536912308250398,Low Risk,False
0,4,57.2,223.75,False,False,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,0.4638335628252452,Medium Risk,False
0,8,54.4,475.1,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,0.444371722728115,Medium Risk,False
0,43,104.3,4451.85,True,True,True,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,True,False,False,0.2169202592089652,Low Risk,False
0,20,49.6,939.8,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,0.270646700697063,Low Risk,False
0,34,64.4,2088.75,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,0.0478875392062684,Low Risk,True
0,2,54.35,117.05,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,0.4092259495771827,Medium Risk,False
0,20,89.0,1820.45,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,0.5882489107704436,Medium Risk,True
0,1,71.1,71.1,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.5606317727023807,Medium Risk,False
1,14,75.1,1013.35,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.6974234325434966,High Risk,False
0,47,106.4,5127.95,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,0.5671349152896065,Medium Risk,True
0,1,20.25,20.25,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,0.2667929057900106,Low Risk,False
0,22,87.0,1850.65,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,0.4970246725156481,Medium Risk,False
0,46,20.2,917.45,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,0.0070295073227616,Low Risk,False
0,72,97.75,6991.6,True,True,True,True,False,True,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,True,True,False,False,0.0249277296250169,Low Risk,False
0,23,40.1,857.75,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,0.0341209144545844,Low Risk,False
0,1,89.55,89.55,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,0.7774139264407943,High Risk,True
0,37,91.15,3369.25,True,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,0.4610126754404199,Medium Risk,False
0,72,19.8,1468.75,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False,0.0023471353181697,Low Risk,False
1,72,84.45,5899.85,True,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,0.0183744350479009,Low Risk,False
1,32,74.4,2276.95,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.4357147715152795,Medium Risk,True
0,35,26.2,954.9,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,0.0288234494523337,Low Risk,False
0,14,18.8,255.55,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,0.0265375981542957,Low Risk,False
0,56,103.2,5744.35,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,0.0875242725999589,Low Risk,False
0,49,100.45,4941.8,False,True,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,True,0.1810981232254076,Low Risk,True
1,37,76.5,2868.15,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.5278431671947601,Medium Risk,True
0,1,25.0,25.0,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,0.3224586001757316,Medium Risk,False
0,6,82.85,460.25,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,0.7588213497974862,High Risk,True
0,68,82.85,5776.45,True,True,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,0.0070933036209347,Low Risk,False
0,71,54.5,3778.2,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0.0032779904016491,Low Risk,False
0,42,54.5,2301.15,True,True,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.0435257824172928,Low Risk,False
0,30,19.7,599.25,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,0.0120214580305464,Low Risk,False
0,1,24.8,24.8,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.6724378005489892,High Risk,True
0,71,85.45,6029.9,True,True,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,0.006417255089968,Low Risk,False
0,1,50.75,50.75,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.4690679203425555,Medium Risk,True
0,72,84.2,5986.55,False,True,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,0.0133334906329686,Low Risk,False
0,16,19.05,326.65,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0.056193599675848,Low Risk,False
0,1,78.8,78.8,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.6800489218482384,High Risk,True
0,4,75.65,302.35,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.738882945957361,High Risk,False
0,46,89.15,4245.55,True,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,0.3196290435746737,Medium Risk,False
0,11,20.45,237.3,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,0.1717971402738022,Low Risk,False
0,72,24.75,1777.6,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,0.0024582994817269,Low Risk,False
0,72,109.65,7880.25,True,True,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,True,False,True,False,0.1010141191678193,Low Risk,False
0,22,100.05,2090.25,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,False,True,0.2992945190095506,Low Risk,False
1,57,69.85,4003.0,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,0.0123202823678658,Low Risk,False
0,18,57.45,990.85,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,0.2752242832427359,Low Risk,True
0,47,106.35,4849.1,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,0.5462276775612993,Medium Risk,False
0,55,77.8,4323.35,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,False,False,0.0601762688842894,Low Risk,False
0,9,99.3,918.75,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False,0.6873937663082939,High Risk,False
0,58,24.45,1513.6,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False,0.0070352651499389,Low Risk,False
0,17,70.35,1201.65,True,True,True,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,0.1414323908605767,Low Risk,False
0,68,60.3,4109.0,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,0.0134693637133308,Low Risk,False
0,4,50.05,179.35,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0.2511501098229727,Low Risk,True
0,42,108.3,4586.15,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,0.3543706229016858,Medium Risk,False
0,60,65.85,3928.3,True,True,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,0.0104332672578557,Low Risk,False
0,13,98.15,1230.25,True,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,0.5360874006730064,Medium Risk,True
0,39,59.8,2343.85,True,True,True,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,0.0342075217225367,Low Risk,False
1,27,78.05,2135.5,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,0.6159519858523359,High Risk,True
0,72,91.15,6637.9,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,0.016733947040023,Low Risk,False
0,20,20.05,400.0,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,0.0194443694566901,Low Risk,False
0,6,19.7,94.45,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0.0710960410033856,Low Risk,False
0,15,49.0,749.25,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.4443156879336014,Medium Risk,False
0,72,63.7,4464.8,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,0.0123648642057406,Low Risk,False
0,50,70.8,3478.15,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,True,True,False,False,0.0264240789589644,Low Risk,False
